partition,client_id,client_csv,class_name,count
clients_dirichlet_alpha01,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_1.csv,thermal_power_station,11
clients_dirichlet_alpha01,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_1.csv,wetland,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,airplane,137
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,airport,32
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,baseball_diamond,40
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,basketball_court,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,beach,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,bridge,136
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,chaparral,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,church,113
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,circular_farmland,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,cloud,5
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,commercial_area,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,dense_residential,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,desert,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,forest,133
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,freeway,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,golf_course,25
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,ground_track_field,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,harbor,5
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,industrial_area,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,intersection,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,island,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,lake,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,meadow,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,medium_residential,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,mobile_home_park,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,mountain,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,overpass,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,palace,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,parking_lot,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,railway,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,railway_station,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,rectangular_farmland,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,river,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,roundabout,1
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,runway,46
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,sea_ice,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,ship,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,snowberg,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,sparse_residential,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,stadium,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,storage_tank,140
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,tennis_court,0
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,terrace,41
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,thermal_power_station,102
clients_dirichlet_alpha01,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/nwpu/clients_dirichlet_alpha01/client_2.csv,wetland,14
