partition,client_id,client_csv,class_name,count
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,airplane,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,baseballdiamond,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,beach,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,buildings,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,chaparral,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,denseresidential,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,forest,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,freeway,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,golfcourse,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,harbor,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,intersection,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,mediumresidential,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,mobilehomepark,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,overpass,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,parkinglot,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,river,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,runway,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,sparseresidential,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,storagetanks,23
iid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_iid/client_2.csv,tenniscourt,23
