partition,client_id,client_csv,class_name,count
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,baseballdiamond,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,beach,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,buildings,42
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,chaparral,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,denseresidential,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,forest,42
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,freeway,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,golfcourse,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,harbor,42
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,intersection,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,mediumresidential,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,mobilehomepark,42
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,overpass,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,parkinglot,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,river,42
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,runway,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,sparseresidential,14
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,storagetanks,42
noniid,1,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_1.csv,tenniscourt,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,agricultural,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,airplane,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,baseballdiamond,42
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,beach,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,buildings,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,chaparral,42
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,denseresidential,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,forest,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,freeway,42
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,golfcourse,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,harbor,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,intersection,42
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,mediumresidential,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,mobilehomepark,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,overpass,42
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,parkinglot,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,river,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,runway,42
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,sparseresidential,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,storagetanks,14
noniid,2,E:/VIT-FL/privacy_fed_vit_rs/data/splits/clients_noniid/client_2.csv,tenniscourt,42
